,Unnamed: 0.1,Unnamed: 0,timestamp,PM2.5,humidity,temperature
0,0,0,27/05/2020 12:00,25.4,61.17,31.26
1,1,1,27/05/2020 13:00,24.75,60.18,31.48
2,2,2,27/05/2020 14:00,26.51,63.35,30.93
3,3,3,27/05/2020 15:00,27.85,67.52,30.01
4,4,4,27/05/2020 16:00,29.97,68.62,30.03
5,5,5,27/05/2020 17:00,31.68,71.52,29.22
6,6,6,27/05/2020 18:00,37.34,71.85,29.23
7,7,7,27/05/2020 19:00,40.49,73.52,28.57
8,8,8,27/05/2020 20:00,39.57,73.39,28.29
9,9,9,27/05/2020 21:00,40.25,75.38,28.23
10,10,10,27/05/2020 22:00,42.8,74.98,28.23
11,11,11,27/05/2020 23:00,41.87,75.47,28.25
12,12,12,28/05/2020 00:00,47.55,77.03,28.07
13,13,13,28/05/2020 01:00,49.72,78.46,27.85
14,14,14,28/05/2020 02:00,47.61,78.66,27.88
15,15,15,28/05/2020 03:00,42.67,78.59,27.88
16,16,16,28/05/2020 04:00,40.4,78.35,27.88
17,17,17,28/05/2020 05:00,36.5,77.86,27.76
18,18,18,28/05/2020 06:00,49.14,80.38,27.6
19,19,19,28/05/2020 07:00,49.25,78.55,28.09
20,20,20,28/05/2020 08:00,56.92,75.78,28.76
21,21,21,28/05/2020 09:00,47.25,71.93,29.58
22,22,22,28/05/2020 10:00,35.97,67.68,30.29
23,23,23,28/05/2020 11:00,33.81,63.22,31.09
24,24,24,28/05/2020 12:00,33.86,61.09,31.91
25,25,25,28/05/2020 13:00,32.72,63.48,31.63
26,26,26,28/05/2020 14:00,35.73,61.72,31.65
27,27,27,28/05/2020 15:00,38.51,59.68,32.33
28,28,28,28/05/2020 16:00,42.11,60.5,32.12
29,29,29,28/05/2020 17:00,44.95,62.51,31.92
30,30,30,28/05/2020 18:00,47.4,63.41,31.45
31,31,31,28/05/2020 19:00,54.54,65.88,31.13
32,32,32,28/05/2020 20:00,43.69,66.69,30.62
33,33,33,28/05/2020 21:00,45.32,68.4,30.03
34,34,34,28/05/2020 22:00,51.9,71.94,29.59
35,35,35,28/05/2020 23:00,39.95,75.07,29.13
36,36,36,29/05/2020 00:00,36.14,78.56,28.78
37,37,37,29/05/2020 01:00,42.87,81.08,28.4
38,38,38,29/05/2020 02:00,50.23,81.72,28.39
39,39,39,29/05/2020 03:00,48.85,82.73,28.19
40,40,40,29/05/2020 04:00,46.94,82.98,28.14
41,41,41,29/05/2020 05:00,48.23,83.06,28.13
42,42,42,29/05/2020 06:00,42.88,82.71,28.07
43,43,43,29/05/2020 07:00,40.31,81.43,28.29
44,44,44,29/05/2020 08:00,44.08,81.63,28.37
45,45,45,29/05/2020 09:00,49.16,81.18,28.84
46,46,46,29/05/2020 10:00,42.9,76.26,30.03
47,47,47,29/05/2020 11:00,34.9,71.58,31.17
48,48,48,29/05/2020 12:00,35.21,68.03,32.23
49,49,49,29/05/2020 13:00,32.07,59.53,34.15
50,50,50,29/05/2020 14:00,29.08,56.55,34.91
51,51,51,29/05/2020 15:00,25.94,55.31,35.12
52,52,52,29/05/2020 16:00,26.47,56.16,35.27
53,53,53,29/05/2020 17:00,28.07,59.23,34.55
54,54,54,29/05/2020 18:00,30.24,63.49,33.67
55,55,55,29/05/2020 19:00,30.66,67.89,32.4
56,56,56,29/05/2020 20:00,29.54,67.15,31.37
57,57,57,29/05/2020 21:00,33.73,69.06,30.6
58,58,58,29/05/2020 22:00,38.67,71.56,30.24
59,59,59,29/05/2020 23:00,38.65,75.92,29.85
60,60,60,30/05/2020 00:00,37.36,79.28,29.53
61,61,61,30/05/2020 01:00,33.18,80.73,29.28
62,62,62,30/05/2020 02:00,30.46,82.29,29.15
63,63,63,30/05/2020 03:00,25.63,83.08,28.87
64,64,64,30/05/2020 04:00,24.38,83.27,28.85
65,65,65,30/05/2020 05:00,23.04,83.59,28.82
66,66,66,30/05/2020 06:00,22.78,85.23,28.73
67,67,67,30/05/2020 07:00,26.64,83.68,29.28
68,68,68,30/05/2020 08:00,31.14,78.25,30.53
69,69,69,30/05/2020 09:00,35.83,71.35,31.98
70,70,70,30/05/2020 10:00,30.21,65.72,32.9
71,71,71,30/05/2020 11:00,24.84,60.68,33.82
72,72,72,30/05/2020 12:00,23.95,55.27,35.01
73,73,73,30/05/2020 13:00,21.13,49.25,36.43
74,74,74,30/05/2020 14:00,20.59,46.76,37.28
75,75,75,30/05/2020 15:00,21.13,47.82,37.24
76,76,76,30/05/2020 16:00,19.89,48.2,37.04
77,77,77,30/05/2020 17:00,20.48,50.06,36.53
78,78,78,30/05/2020 18:00,25.56,57.22,34.57
79,79,79,30/05/2020 19:00,34.13,59.53,33.97
80,80,80,30/05/2020 20:00,49.76,64.36,32.34
81,81,81,30/05/2020 21:00,47.1,69.63,31.13
82,82,82,30/05/2020 22:00,35.85,77.38,29.47
83,83,83,30/05/2020 23:00,20.22,76.22,29.25
84,84,84,31/05/2020 00:00,30.8,78.95,29.34
85,85,85,31/05/2020 01:00,34.93,82.46,29.35
86,86,86,31/05/2020 02:00,23.08,83.67,29.48
87,87,87,31/05/2020 03:00,17.67,84.7,29.38
88,88,88,31/05/2020 04:00,19.32,84.38,29.38
89,89,89,31/05/2020 05:00,22.18,84.66,29.31
90,90,90,31/05/2020 06:00,28.88,85.06,29.24
91,91,91,31/05/2020 07:00,44.64,82.72,29.76
92,92,92,31/05/2020 08:00,59.15,78.39,30.69
93,93,93,31/05/2020 09:00,53.0,72.63,31.95
94,94,94,31/05/2020 10:00,39.36,64.64,33.55
95,95,95,31/05/2020 11:00,36.03,62.43,34.43
96,96,96,31/05/2020 12:00,24.94,53.21,36.13
97,97,97,31/05/2020 13:00,22.33,49.03,37.17
98,98,98,31/05/2020 14:00,16.68,48.37,37.19
99,99,99,31/05/2020 15:00,15.13,48.13,37.0
100,100,100,31/05/2020 16:00,15.46,47.08,36.98
101,101,101,31/05/2020 17:00,19.03,52.79,36.27
102,102,102,31/05/2020 18:00,20.77,54.48,35.45
103,103,103,31/05/2020 19:00,29.93,55.67,34.94
104,104,104,31/05/2020 20:00,53.75,62.33,34.01
105,105,105,31/05/2020 21:00,66.94,66.59,33.1
106,106,106,31/05/2020 22:00,88.28,68.84,32.36
107,107,107,31/05/2020 23:00,53.35,67.19,32.16
108,108,108,01/06/2020 00:00,27.53,65.18,31.95
109,109,109,01/06/2020 01:00,36.75,68.07,31.38
110,110,110,01/06/2020 02:00,25.36,68.23,31.03
111,111,111,01/06/2020 03:00,23.9,72.09,30.59
112,112,112,01/06/2020 04:00,24.76,71.6,30.33
113,113,113,01/06/2020 05:00,23.83,70.93,30.4
114,114,114,01/06/2020 06:00,22.72,71.48,30.46
115,115,115,01/06/2020 07:00,24.93,74.62,30.58
116,116,116,01/06/2020 08:00,29.48,69.93,31.8
117,117,117,01/06/2020 09:00,22.45,61.36,33.15
118,118,118,01/06/2020 10:00,21.54,57.03,34.18
119,119,119,01/06/2020 11:00,19.14,51.78,35.37
120,120,120,01/06/2020 12:00,18.38,47.74,36.78
121,121,121,01/06/2020 13:00,17.82,46.02,37.38
122,122,122,01/06/2020 14:00,18.02,46.7,37.42
123,123,123,01/06/2020 15:00,16.99,44.39,38.29
124,124,124,01/06/2020 16:00,17.52,45.81,38.22
125,125,125,01/06/2020 17:00,17.23,48.22,37.12
126,126,126,01/06/2020 18:00,16.51,65.69,30.33
127,127,127,01/06/2020 19:00,18.41,68.28,30.23
128,128,128,01/06/2020 20:00,28.65,71.71,29.88
129,129,129,01/06/2020 21:00,27.48,75.03,29.24
130,130,130,01/06/2020 22:00,28.29,73.06,29.42
131,131,131,01/06/2020 23:00,27.43,73.74,29.53
132,132,132,02/06/2020 00:00,23.73,77.18,29.4
133,133,133,02/06/2020 01:00,29.81,79.43,29.18
134,134,134,02/06/2020 02:00,38.53,79.19,29.21
135,135,135,02/06/2020 03:00,34.63,78.39,29.28
136,136,136,02/06/2020 04:00,37.63,78.5,29.42
137,137,137,02/06/2020 05:00,48.29,79.27,29.2
138,138,138,02/06/2020 06:00,43.7,79.33,29.15
139,139,139,02/06/2020 07:00,34.98,75.19,30.04
140,140,140,02/06/2020 08:00,32.63,68.46,31.08
141,141,141,02/06/2020 09:00,30.19,63.12,32.5
142,142,142,02/06/2020 10:00,22.45,55.02,34.09
143,143,143,02/06/2020 11:00,22.4,51.83,35.25
144,144,144,02/06/2020 12:00,19.54,49.32,36.01
145,145,145,02/06/2020 13:00,18.96,47.62,37.07
146,146,146,02/06/2020 14:00,17.88,46.08,37.81
147,147,147,02/06/2020 15:00,16.78,43.79,38.19
148,148,148,02/06/2020 16:00,17.04,43.58,38.37
149,149,149,02/06/2020 17:00,18.02,48.83,36.33
150,150,150,02/06/2020 18:00,20.23,59.44,32.37
151,151,151,02/06/2020 19:00,26.28,54.21,32.27
152,152,152,02/06/2020 20:00,37.24,62.27,31.34
153,153,153,02/06/2020 21:00,91.05,68.98,30.77
154,154,154,02/06/2020 22:00,92.42,73.7,30.52
155,155,155,02/06/2020 23:00,76.2,76.28,30.53
156,156,156,03/06/2020 00:00,62.23,77.06,30.62
157,157,157,03/06/2020 01:00,36.61,75.14,30.78
158,158,158,03/06/2020 02:00,25.51,72.1,30.73
159,159,159,03/06/2020 03:00,25.31,72.74,30.51
160,160,160,03/06/2020 04:00,24.44,76.3,30.05
161,161,161,03/06/2020 05:00,24.09,75.94,29.99
162,162,162,03/06/2020 06:00,23.47,75.83,30.0
163,163,163,03/06/2020 07:00,24.94,75.05,30.47
164,164,164,03/06/2020 08:00,27.12,68.83,32.03
165,165,165,03/06/2020 09:00,23.58,57.38,33.53
166,166,166,03/06/2020 10:00,22.02,52.49,34.83
167,167,167,03/06/2020 11:00,23.84,51.72,35.62
168,168,168,03/06/2020 12:00,27.42,52.58,36.04
169,169,169,03/06/2020 13:00,26.73,49.03,37.32
170,170,170,03/06/2020 14:00,24.12,46.93,37.84
171,171,171,03/06/2020 15:00,23.37,45.88,38.31
172,172,172,03/06/2020 16:00,26.92,50.67,37.01
